company,com_response_to_consumer,date_received,product,sub_product,issue,sub_issu,consumer_complaint_nar,company_pub_response,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_com,timely_response,consumer_dis,complaint_id
HSBC NORTH AMERICA HOLDINGS INC.,Closed with relief,60,60,48,60,0,0,0,60,60,3,0,60,60,60,60,60
HSBC NORTH AMERICA HOLDINGS INC.,Closed without relief,366,366,312,366,0,0,0,366,366,35,0,366,366,366,366,366
HSBC NORTH AMERICA HOLDINGS INC.,In progress,30,30,30,30,25,0,0,29,26,4,0,30,30,30,0,30
"HUDDLESTON AND MOORE, INC.",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"HUELSON LAW FIRM, LLC",Untimely response,3,3,3,3,3,1,0,3,2,0,2,3,3,3,0,3
"HUNTER FINANCIAL GROUP, LLC",Closed with explanation,2,2,2,2,0,0,0,2,2,1,0,2,2,2,2,2
"HUNTER FINANCIAL GROUP, LLC",Untimely response,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1
"HUNTINGTON NATIONAL BANK, THE",Closed,30,30,29,30,3,8,0,30,26,1,11,30,30,30,30,30
"HUNTINGTON NATIONAL BANK, THE",Closed with explanation,1796,1796,1760,1796,726,463,2,1744,1590,250,727,1796,1796,1796,908,1796
"HUNTINGTON NATIONAL BANK, THE",Closed with monetary relief,576,576,571,576,194,137,1,561,515,70,203,576,576,576,364,576
"HUNTINGTON NATIONAL BANK, THE",Closed with non-monetary relief,38,38,38,38,9,9,0,37,32,4,12,38,38,38,26,38
"HUNTINGTON NATIONAL BANK, THE",Closed with relief,14,14,13,14,0,0,0,14,14,1,0,14,14,14,14,14
"HUNTINGTON NATIONAL BANK, THE",Closed without relief,35,35,33,35,0,0,0,35,35,8,0,35,35,35,35,35
"HUNTINGTON NATIONAL BANK, THE",In progress,2,2,2,2,1,0,0,2,1,0,0,2,2,2,0,2
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Closed,5,5,4,5,1,0,0,5,5,0,0,5,5,5,5,5
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Closed with explanation,280,280,264,280,9,38,0,278,268,57,69,280,280,280,280,280
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Closed with monetary relief,63,63,62,63,1,11,0,63,59,12,19,63,63,63,63,63
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Closed with non-monetary relief,8,8,7,8,1,0,0,8,8,0,5,8,8,8,8,8
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Closed with relief,4,4,3,4,0,0,0,4,4,1,0,4,4,4,4,4
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Closed without relief,4,4,3,4,0,0,0,4,4,1,0,4,4,4,4,4
"HUNTINGTON NATIONAL BANK, THE - FIRSTMERIT BANK, N.A. BRANCH",Untimely response,2,2,2,2,2,1,0,2,1,0,1,2,2,2,0,2
HYUNDAI CAPITAL AMERICA,Closed,125,125,123,125,9,63,0,125,111,26,100,125,125,125,125,125
HYUNDAI CAPITAL AMERICA,Closed with explanation,1010,1010,1005,1010,714,458,36,985,901,180,726,1010,1010,1010,323,1010
HYUNDAI CAPITAL AMERICA,Closed with monetary relief,39,39,39,39,20,19,0,38,36,7,28,39,39,39,19,39
HYUNDAI CAPITAL AMERICA,Closed with non-monetary relief,192,192,191,192,156,94,0,189,166,31,166,192,192,192,41,192
"Haase and Long, Inc.",Closed with explanation,2,2,2,2,2,0,1,2,2,0,1,2,2,2,2,2
Habitat for Humanity of Boulder Valley,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
"Haines & Krieger, LLC",Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
Halstatt Search Partners,Closed with explanation,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Halsted Financial Services, LLC.",Closed with explanation,364,364,356,364,353,146,0,358,320,49,219,364,364,364,226,364
"Halsted Financial Services, LLC.",Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Halsted Financial Services, LLC.",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Hameroff Law Group, P.C.",Closed,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"Hameroff Law Group, P.C.",Closed with explanation,25,25,24,25,22,9,6,24,22,5,12,25,25,25,20,25
Hamilton National Mortgage Company,Closed with explanation,3,3,3,3,0,0,0,3,3,0,0,3,3,3,3,3
Hamilton National Mortgage Company,Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Hammerman & Hultgren, P.C.",Closed with explanation,12,12,12,12,12,3,0,12,11,3,4,12,12,12,10,12
Hampton & Hampton Collections LLC,Untimely response,6,6,6,6,5,6,0,6,6,0,6,6,6,6,0,6
Handshake Home Loans Inc.,Closed with explanation,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1
Hannah Financial LLC,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1
Harbor Front Acquisitions LLC (Closed),Closed,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Harbor Front Acquisitions LLC (Closed),Closed with explanation,4,4,4,4,4,4,4,4,2,0,4,4,4,4,4,4
"Harbor Legal Group, LLC",Closed with explanation,2,2,2,2,1,0,2,2,2,0,0,2,2,2,0,2
"Harbor Legal Group, LLC",Untimely response,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1
"Hardesty Law Office, PLLC",Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"Harmon Law Offices, P.C.",Closed,2,2,2,2,0,1,1,2,1,0,1,2,2,2,2,2
"Harmon Law Offices, P.C.",Closed with explanation,22,22,22,22,7,10,6,22,20,8,13,22,22,22,7,22
"Harmon Law Offices, P.C.",Closed with monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
"Harpeth Financial Services, LLC",Closed,4,4,2,4,0,4,4,4,2,0,4,4,4,4,4,4
"Harpeth Financial Services, LLC",Closed with explanation,151,151,136,151,20,92,139,151,127,26,142,151,151,151,31,151
"Harpeth Financial Services, LLC",Closed with monetary relief,20,20,7,20,1,9,19,20,18,1,16,20,20,20,18,20
"Harpeth Financial Services, LLC",Closed with non-monetary relief,5,5,3,5,1,1,2,5,5,0,2,5,5,5,4,5
"Harrington, anderson & deblasio",Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Harris & Harris, Ltd.",Closed,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"Harris & Harris, Ltd.",Closed with explanation,520,520,517,520,519,206,400,513,465,83,390,520,520,520,272,520
Harris Beach PLLC,Closed with explanation,3,3,3,3,3,0,2,3,3,0,2,3,3,3,3,3
"Hart West Financial, Inc",Closed with monetary relief,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"Harvard Collections, LLC",Closed,49,49,48,49,47,6,15,49,48,8,15,49,49,49,49,49
"Harvard Collections, LLC",Closed with explanation,254,254,253,254,253,106,18,254,227,32,190,254,254,254,132,254
"Harvard Collections, LLC",Closed with non-monetary relief,11,11,9,11,11,2,0,11,11,1,2,11,11,11,11,11
"Harvest Credit Management VII, LLC",Closed with explanation,9,9,9,9,8,3,6,9,8,1,5,9,9,9,7,9
"Harvest Strategy Group, Inc.",Closed with explanation,4,4,4,4,4,2,3,4,3,1,2,4,4,4,1,4
Hatfield Portfolio Group LLC.,Closed with explanation,42,42,42,42,42,6,1,42,41,3,11,42,42,42,42,42
Hatfield Portfolio Group LLC.,Closed with monetary relief,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
Hatfield Portfolio Group LLC.,Closed with non-monetary relief,6,6,6,6,6,0,0,6,6,1,0,6,6,6,6,6
Hatfield Portfolio Group LLC.,Untimely response,3,3,3,3,3,1,0,3,2,2,3,3,3,3,1,3
"Hauge Associates, Inc.",Closed,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1
"Hauge Associates, Inc.",Closed with explanation,41,41,41,41,41,17,1,41,29,6,27,41,41,41,25,41
Hawaii Mortgage Experts,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
Hawes Klein LLC,Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
Hawk Inc,Closed with explanation,5,5,5,5,0,1,2,5,4,1,4,5,5,5,2,5
"Hawthorn Recovery Services, Inc.",Closed with explanation,7,7,7,7,7,2,4,7,5,0,4,7,7,7,3,7
Hays Potter & Martin LLP,Closed with explanation,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"Hayt Hayt & Landau, P.L. (FL)",Closed with explanation,48,48,47,48,47,18,17,48,43,11,36,48,48,48,27,48
Headwaters Financial Corp.,Closed with non-monetary relief,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"Health Services Asset Management, LLC.",Closed,3,3,2,3,3,0,0,3,3,0,1,3,3,3,3,3
"Health Services Asset Management, LLC.",Closed with explanation,22,22,22,22,22,6,4,22,22,4,16,22,22,22,17,22
"HealthCare Revenue Recovery, LLC",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"Healthcare Collections-I, LLC",Closed,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"Healthcare Collections-I, LLC",Closed with explanation,109,109,109,109,109,54,90,109,105,10,92,109,109,109,42,109
"Healthcare Financial Services, LLC",Closed with explanation,27,27,27,27,27,6,0,27,22,6,9,27,27,27,27,27
"Healthcare Financial Services, LLC",Closed with monetary relief,2,2,2,2,2,0,0,2,2,0,1,2,2,2,2,2
"Healthcare Financial Services, LLC",Closed with non-monetary relief,8,8,8,8,8,2,0,7,7,3,4,8,8,8,8,8
"Healthcare Financial Services, LLC",Untimely response,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1
"Healthcare Management, LLC",Closed with explanation,28,28,27,28,28,8,20,27,21,3,21,28,28,28,16,28
"Healthcare Management, LLC",Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
"Healthcare Receivable Professionals, LLC",Closed with explanation,4,4,4,4,4,0,0,4,4,0,1,4,4,4,3,4
"Healthcare Receivables Group, Inc.",Closed,7,7,7,7,7,1,1,7,7,1,3,7,7,7,7,7
"Healthcare Receivables Group, Inc.",Closed with explanation,34,34,34,34,34,17,9,34,30,4,30,34,34,34,8,34
"Healthcare Receivables Group, Inc.",Closed with non-monetary relief,3,3,3,3,3,1,2,3,2,0,3,3,3,3,3,3
"Heavner, Beyers & Mihlar LLC",Closed with explanation,6,6,6,6,3,4,5,6,5,1,4,6,6,6,4,6
"Hellmuth & Johnson, PLLC",Closed with explanation,2,2,2,2,1,0,0,2,2,0,0,2,2,2,2,2
"Hello Digit, Inc",Closed with explanation,5,5,5,5,4,3,2,5,4,0,3,5,5,5,1,5
Helm Associates,Closed with explanation,3,3,3,3,0,2,0,3,3,0,2,3,3,3,3,3
Helm Associates,Closed with monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Helm Associates,Closed with non-monetary relief,3,3,3,3,1,3,2,3,2,0,3,3,3,3,3,3
Helm Associates,Untimely response,4,4,4,4,4,1,0,4,4,0,4,4,4,4,0,4
Helvetica Servicing Inc.,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Helvetica Servicing Inc.,Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Helvey & Associates,Closed,2,2,2,2,2,1,0,2,1,0,1,2,2,2,2,2
Helvey & Associates,Closed with explanation,132,132,130,132,132,63,116,131,115,22,116,132,132,132,38,132
Helvey & Associates,Closed with non-monetary relief,11,11,11,11,11,6,9,11,6,1,10,11,11,11,4,11
"Henley, Lotterhos & Henley, PLLC",Closed with explanation,7,7,7,7,6,1,1,7,6,2,2,7,7,7,6,7
"Henley, Lotterhos & Henley, PLLC",Closed with monetary relief,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"Henley, Lotterhos & Henley, PLLC",Closed with non-monetary relief,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1
Henry Andrew Schmidt III,Closed with explanation,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
"Herbert P. Sears Co., Inc.",Closed with explanation,111,111,111,111,110,36,72,111,110,18,82,111,111,111,53,111
"Herbert P. Sears Co., Inc.",Closed with non-monetary relief,15,15,15,15,15,6,10,15,15,3,12,15,15,15,14,15
"Heritage Finance Company, Inc.",Closed with explanation,2,2,2,2,2,1,2,2,1,0,2,2,2,2,0,2
"Heritage Financial Group, Inc.",Closed with explanation,23,23,23,23,19,12,7,23,18,0,22,23,23,23,5,23
"Heritage Financial Group, Inc.",Closed with non-monetary relief,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"Heritage Pacific Financial, LLC",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Heritage Pacific Financial, LLC",Untimely response,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Hertzmark, Crean & Lahey, LLP.",Untimely response,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
Hewitt-Capital,Closed with explanation,46,46,42,46,40,27,25,45,36,3,32,46,46,46,16,46
Hewitt-Capital,Closed with monetary relief,3,3,3,3,2,1,2,3,3,0,1,3,3,3,3,3
"Hexagon Collection Services, LLC",Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Hiday & Ricke, P.A.",Closed with explanation,34,34,34,34,34,17,12,33,26,8,24,34,34,34,19,34
"Hidden Oak Group, Inc.",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Hidden Oak Group, Inc.",Closed with explanation,5,5,5,5,5,3,2,5,5,1,4,5,5,5,2,5
High Performance Capital,Closed with explanation,5,5,5,5,4,2,4,5,5,0,3,5,5,5,1,5
High Point Asset Inc,Closed with explanation,116,116,97,116,97,74,3,115,101,21,108,116,116,116,116,116
High Point Asset Inc,Untimely response,25,25,24,25,24,13,0,25,22,4,22,25,25,25,25,25
"Higher Education Servicing Corporation, Inc.",Closed with explanation,8,8,8,8,8,3,7,8,8,3,7,8,8,8,1,8
Higher Level Processing,Closed with explanation,9,9,9,9,6,4,3,6,6,0,4,9,9,9,0,9
Higher Level Processing,Closed with monetary relief,5,5,5,5,4,1,0,5,5,1,5,5,5,5,0,5
Highland Capital,Untimely response,14,14,14,14,13,8,0,14,12,2,13,14,14,14,14,14
Hileman & Associates PC,Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Hillcrest Davidson & Assoc,Closed,35,35,35,35,35,12,2,34,31,8,21,35,35,35,35,35
Hillcrest Davidson & Assoc,Closed with explanation,201,201,200,201,201,77,13,198,186,40,120,201,201,201,117,201
Hillcrest Davidson & Assoc,Closed with non-monetary relief,5,5,5,5,4,2,0,5,4,2,5,5,5,5,5,5
"HireRight Solutions, Inc.",Closed with explanation,125,125,61,125,121,37,20,122,115,12,84,125,125,125,69,125
"HireRight Solutions, Inc.",In progress,2,2,2,2,2,0,0,2,2,0,0,2,2,2,0,2
Hirshberg Acceptance Corporation,Closed with explanation,12,12,12,12,12,8,12,12,10,0,11,12,12,12,7,12
"Hodosh, Lyon & Hammer, PC",Closed,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3
"Hodosh, Lyon & Hammer, PC",Closed with explanation,7,7,7,7,7,1,3,6,6,0,3,7,7,7,4,7
"Hodosh, Lyon & Hammer, PC",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"Hogan Capital II, LLC",Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
"Hogan Capital II, LLC",In progress,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Holiday Finance Corporation,Closed with explanation,2,2,2,2,1,1,1,2,2,0,2,2,2,2,0,2
Hollis Cobb Associates,Closed,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
Hollis Cobb Associates,Closed with explanation,76,76,75,76,75,31,21,74,68,10,48,76,76,76,49,76
Hollis Cobb Associates,Closed with monetary relief,5,5,5,5,5,1,1,5,5,0,1,5,5,5,5,5
Hollis Cobb Associates,Closed with non-monetary relief,2,2,2,2,2,0,0,2,2,1,0,2,2,2,2,2
Holloway Credit Solutions,Closed,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1
Holloway Credit Solutions,Closed with explanation,93,93,92,93,92,41,30,92,76,20,74,93,93,93,44,93
Holloway Credit Solutions,Closed with non-monetary relief,15,15,15,15,15,4,6,15,14,2,7,15,15,15,14,15
"Holst & Boettcher, LLP",Closed with explanation,4,4,4,4,4,4,1,4,4,0,4,4,4,4,1,4
Home Credit Corp. Inc.,Closed with explanation,8,8,8,8,7,5,1,8,6,0,6,8,8,8,0,8
"Home Loan Center, Inc.",Closed,4,4,4,4,0,0,0,4,4,1,0,4,4,4,4,4
"Home Loan Center, Inc.",Closed with explanation,171,171,166,171,53,99,0,165,138,33,128,171,171,171,59,171
"Home Loan Center, Inc.",Closed with monetary relief,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
"Home Loan Center, Inc.",Closed with non-monetary relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Home Loan Center, Inc.",Untimely response,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Home Loans Inc,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
Home Mortgage Alliance Corp. (HMAC),Closed with explanation,5,5,5,5,1,2,0,3,2,1,3,5,5,5,0,5
Home Mortgage Alliance Corp. (HMAC),Closed with monetary relief,2,2,2,2,0,0,0,2,2,0,0,2,2,2,2,2
Home Mortgage Alliance Corp. (HMAC),Closed with non-monetary relief,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
Home Point Financial Corporation,Closed,4,4,4,4,0,1,0,4,3,2,3,4,4,4,4,4
Home Point Financial Corporation,Closed with explanation,316,316,315,316,31,150,30,309,263,49,243,316,316,316,27,316
Home Point Financial Corporation,Closed with monetary relief,7,7,7,7,0,5,4,7,7,1,6,7,7,7,3,7
Home Point Financial Corporation,Closed with non-monetary relief,3,3,3,3,2,2,3,3,3,0,3,3,3,3,0,3
Home Servicing LLC,Closed,3,3,3,3,1,0,0,3,3,1,0,3,3,3,3,3
Home Servicing LLC,Closed with explanation,24,24,24,24,0,3,0,24,24,0,10,24,24,24,22,24
Home Servicing LLC,Untimely response,5,5,5,5,2,1,0,4,4,0,2,5,5,5,0,5
"HomeKey Lending, LLC",Closed with non-monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
HomePlus Corporation,Closed with explanation,3,3,3,3,0,1,3,3,3,2,3,3,3,3,0,3
HomeQuest Mortgage Corporation,Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
HomeServices of Iowa,Closed with non-monetary relief,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
"HomeTown Lenders, LLC",Closed with explanation,8,8,8,8,0,0,1,8,8,0,1,8,8,8,8,8
"HomeTown Lenders, LLC",Closed with monetary relief,2,2,2,2,1,1,1,2,2,1,2,2,2,2,0,2
"HomeTown Lenders, LLC",Closed with non-monetary relief,2,2,2,2,0,2,1,2,1,1,2,2,2,2,0,2
"HomeTown Lenders, LLC",Untimely response,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"HomeTown Lending Partners, LLC",Closed with explanation,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1
"Homefront Mortgages, Inc",Closed with explanation,2,2,2,2,0,0,2,2,2,1,2,2,2,2,1,2
Homelife International Mortgage Co. Inc.,Closed with explanation,2,2,2,2,0,0,0,2,2,0,2,2,2,2,1,2
Homes By Hunt LLC,Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
Homespire Mortgage Corp,Closed with explanation,3,3,3,3,0,1,0,2,2,0,1,3,3,3,0,3
"Hometown Mortgage Services, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Hometown Mortgage Services, Inc.",Untimely response,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1
"Homie Technology, Inc",Closed with monetary relief,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1
"Hood & Stacy, P.A.",Closed with explanation,10,10,10,10,10,5,8,10,8,1,8,10,10,10,4,10
"Hopkins Financial Services, Inc.",Closed with explanation,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1
"Horizon Debt Group, LLC",Closed with explanation,3,3,3,3,1,1,0,3,2,0,1,3,3,3,2,3
"Horizon Debt Group, LLC",Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Horizon Debt Group, LLC",Untimely response,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"Horizon Financial Group, Inc.",Closed with explanation,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1
Horizon Financial Management,Closed with explanation,14,14,13,14,14,3,5,14,14,0,11,14,14,14,11,14
"Horizon Lending services, LLC",Closed with explanation,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"Hospital Services, Inc.",Closed with explanation,4,4,4,4,4,4,2,4,1,0,4,4,4,4,0,4
"Hosto & Buchan, PLLC",Closed with explanation,17,17,17,17,17,7,4,17,16,0,8,17,17,17,14,17
House of Finance Corp.,Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
"Houser & Allison, APC",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Houser & Allison, APC",Closed with explanation,6,6,6,6,1,1,0,6,6,0,1,6,6,6,5,6
Houston Finance Co.,Closed with explanation,7,7,7,7,3,6,5,7,7,0,7,7,7,7,3,7
"Houston Home Loan, Inc.",Closed with explanation,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
Howard Howe Attorney at Law,Closed with explanation,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1
"Howard L. Stomel, A Professional Corporation    AKA  Law Offices of  Howard L. Stomel",Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"Howell & Vail, LLP",Closed with explanation,4,4,4,4,4,0,2,4,4,1,2,4,4,4,4,4
Hughes Acceptance Corporation,Closed with explanation,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
Hunt & Henriques,Closed,9,9,9,9,9,3,0,9,9,2,5,9,9,9,9,9
Hunt & Henriques,Closed with explanation,131,131,129,131,129,53,27,127,122,18,82,131,131,131,65,131
Hunt & Henriques,Closed with monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Hunt & Henriques,Closed with non-monetary relief,4,4,4,4,4,0,1,4,4,0,1,4,4,4,4,4
"Hunt & Kahn, P.A.",Closed,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
"Hunt & Kahn, P.A.",Closed with explanation,9,9,9,9,8,3,5,8,8,0,6,9,9,9,6,9
"Hunt Leibert Jacobson, P.C.",Closed with explanation,4,4,4,4,0,2,0,4,2,0,2,4,4,4,4,4
"Hunter Warfield, Inc.",Closed,27,27,27,27,27,6,5,27,27,8,6,27,27,27,27,27
"Hunter Warfield, Inc.",Closed with explanation,1538,1538,1530,1538,1537,707,951,1525,1392,245,1132,1538,1538,1538,758,1538
"Hunter Warfield, Inc.",Closed with monetary relief,10,10,10,10,10,6,6,10,9,3,9,10,10,10,10,10
"Hunter Warfield, Inc.",Closed with non-monetary relief,312,312,309,312,311,163,293,309,281,47,278,312,312,312,64,312
"Hunter Warfield, Inc.",In progress,3,3,3,3,3,0,0,3,3,1,0,3,3,3,0,3
"Huntington Debt Holding, LLC",Closed with explanation,2,2,2,2,2,1,1,2,1,1,1,2,2,2,0,2
"Hylan Asset Management, LLC",Closed with non-monetary relief,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
Hyperion Recovery LLC,Closed with explanation,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Hyperion Recovery LLC,Closed with monetary relief,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2
Hyperion Recovery LLC,Closed with non-monetary relief,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1
Hyperion Recovery LLC,Untimely response,4,4,4,4,3,1,0,4,4,0,1,4,4,4,3,4
Hypotec Inc.,Closed with explanation,6,6,6,6,0,4,0,6,6,5,6,6,6,6,0,6
"I-NET, INC.",Closed with explanation,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"I. C. Unlimited, Inc.",Closed with non-monetary relief,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
"I.C. System, Inc.",Closed,9,9,9,9,9,2,1,9,9,1,2,9,9,9,9,9
"I.C. System, Inc.",Closed with explanation,3346,3346,3317,3346,3341,1364,2518,3304,3005,473,2496,3346,3346,3346,1473,3346
"I.C. System, Inc.",Closed with monetary relief,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
"I.C. System, Inc.",In progress,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1
"I.Q. DATA INTERNATIONAL, INC.",Closed with explanation,1169,1169,1159,1169,1167,539,994,1149,1079,140,902,1169,1169,1169,530,1169
"I.Q. DATA INTERNATIONAL, INC.",Closed with monetary relief,3,3,3,3,3,1,1,3,2,0,1,3,3,3,2,3
"I.Q. DATA INTERNATIONAL, INC.",Closed with non-monetary relief,233,233,230,233,232,111,201,231,215,33,184,233,233,233,85,233
IBERIABANK,Closed,6,6,5,6,0,2,1,6,6,1,3,6,6,6,6,6
IBERIABANK,Closed with explanation,205,205,197,205,73,50,143,196,179,30,74,205,205,205,104,205
IBERIABANK,Closed with monetary relief,23,23,17,23,3,6,11,23,20,5,9,23,23,23,18,23
IBERIABANK,Closed with non-monetary relief,4,4,4,4,1,1,2,4,3,0,2,4,4,4,3,4
IBERIABANK,Closed without relief,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1
ICQ Search and Recovery Inc.,Closed with explanation,11,11,11,11,11,1,3,11,11,2,5,11,11,11,6,11
ICUL Service Corporation,Closed with monetary relief,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
"ID Analytics, Inc.",Closed,4,4,0,4,4,2,2,4,3,2,3,4,4,4,4,4
"ID Analytics, Inc.",Closed with explanation,699,699,675,699,642,388,468,692,575,116,566,699,699,699,26,699
"ID Analytics, Inc.",Closed with non-monetary relief,6,6,1,6,5,2,4,6,4,2,3,6,6,6,6,6
"ID Analytics, Inc.",In progress,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1
"IJLfinancial, Inc.",Closed with non-monetary relief,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"IMC Capital, LLC",Closed with explanation,5,5,0,5,0,3,4,5,5,1,4,5,5,5,5,5
"IMC Capital, LLC",Untimely response,41,41,3,41,3,15,0,40,34,6,27,41,41,41,38,41
"IMMEDIATE RECOVERY GROUP, INC",Untimely response,17,17,16,17,15,8,0,15,12,2,10,17,17,17,11,17
"IMPAC MORTGAGE HOLDINGS, INC.",Closed,6,6,6,6,0,1,5,6,5,0,3,6,6,6,6,6
"IMPAC MORTGAGE HOLDINGS, INC.",Closed with explanation,94,94,94,94,2,45,31,94,87,16,69,94,94,94,45,94
"IMPAC MORTGAGE HOLDINGS, INC.",Closed with monetary relief,8,8,8,8,0,2,6,8,8,1,6,8,8,8,6,8
